ms_subclass,ms_zoning,lot_frontage,lot_area,lot_shape,land_contour,lot_config,neighborhood,condition_1,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,fence,misc_val,mo_sold,yr_sold,sale_type,saleprice,location,house,garage,basement,age_at_sale,remod_age_at_sale,log_saleprice,log_gr_liv_area,log_lot_area,log_1st_flr_sf
2,2,80.0,9364,1,Lvl,2,1,2,2,2,6,7,1969,1969,Gable,1,HdBoard,Stone,143.0,3,3,CBlock,3.0,3.0,1,1,371.0,Unf,0.0,292.0,663.0,3,663,689,0,1352,0.0,0.0,1,1,4,1,3,7,0,0.0,2,1969.0,2,1.0,299.0,3.0,379,36,0,0,0,0,MnPrv,0,3,2010,WD ,158000,7,7,12.0,8.0,41,41,11.970350312009105,7.20934025660291,9.144627828610801,6.4967749901858625
1,2,24.0,2544,1,Lvl,1,2,2,1,2,7,5,2004,2005,Gable,1,MetalSd,None,0.0,4,3,PConc,4.0,3.0,1,2,368.0,ALQ,42.0,190.0,600.0,5,600,600,0,1200,1.0,0.0,2,1,2,1,4,4,0,0.0,1,2004.0,2,2.0,480.0,3.0,0,172,0,0,0,0,0,0,2,2010,WD ,149500,7,5,6.0,10.0,6,5,11.915051671812877,7.090076835776092,7.841492924460013,6.396929655216146
2,2,82.0,9888,1,Lvl,1,1,2,2,1,5,6,1954,1975,Gable,1,MetalSd,None,0.0,3,4,CBlock,3.0,3.0,1,1,486.0,Unf,0.0,450.0,936.0,3,936,0,0,936,0.0,0.0,1,0,2,1,3,5,0,0.0,2,1954.0,1,1.0,240.0,3.0,0,0,160,0,0,0,MnPrv,0,3,2006,WD ,121000,6,6,6.0,8.0,52,31,11.703545824578878,6.841615476477592,9.199077179697472,6.841615476477592
2,2,68.0,7942,1,Lvl,1,1,2,2,1,6,7,1953,1953,Hip,1,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1,1,85.0,ALQ,955.0,0.0,1040.0,3,1040,0,0,1040,0.0,1.0,1,0,3,1,3,6,0,0.0,2,1953.0,2,1.0,293.0,3.0,0,0,0,0,0,0,MnPrv,0,6,2007,WD ,136000,6,6,12.0,8.0,54,54,11.820410164718188,6.946975992135418,8.979920411691197,6.946975992135418
2,2,0.0,15038,2,Lvl,2,2,2,2,2,6,5,1996,1996,Gable,1,HdBoard,None,0.0,3,3,PConc,4.0,3.0,1,1,138.0,Unf,0.0,778.0,916.0,4,916,720,0,1636,0.0,0.0,2,1,3,1,3,7,1,3.0,2,1996.0,2,2.0,386.0,3.0,168,84,0,0,0,0,0,0,11,2008,WD ,173000,8,7,12.0,9.0,12,12,12.061046873479915,7.400009517162692,9.618335609937972,6.82001636467413
2,2,92.0,11764,2,Lvl,2,3,2,2,2,8,7,1999,2007,Gable,2,VinylSd,BrkFace,348.0,4,3,PConc,4.0,3.0,1,2,524.0,Unf,0.0,628.0,1152.0,5,1164,1106,0,2270,0.0,0.0,2,1,4,1,4,9,1,4.0,2,1999.0,2,3.0,671.0,3.0,132,57,0,0,0,0,0,0,4,2010,WD ,290000,9,8,12.0,10.0,11,3,12.577636201962656,7.727535110475448,9.372799299673886,7.059617628291383
2,2,75.0,9000,1,Lvl,1,2,2,2,2,8,5,2007,2007,Gable,2,CmentBd,None,0.0,4,3,PConc,4.0,3.0,2,2,64.0,Unf,0.0,1120.0,1184.0,5,1184,1426,0,2610,0.0,0.0,2,1,4,1,5,11,1,4.0,2,2007.0,2,2.0,550.0,3.0,208,364,0,0,0,0,0,0,8,2007,New,303477,7,8,12.0,11.0,0,0,12.623061104072981,7.867105500316739,9.104979856318357,7.076653815443951
2,2,0.0,20062,2,Low,1,2,2,2,1,7,7,1977,2001,Hip,1,Wd Sdng,None,0.0,4,4,CBlock,4.0,3.0,2,1,1092.0,Unf,0.0,328.0,1420.0,4,1483,0,0,1483,1.0,0.0,1,1,1,1,3,4,2,3.0,2,1977.0,2,2.0,690.0,3.0,496,0,0,0,0,0,0,0,4,2010,WD ,270000,7,6,12.0,10.0,33,9,12.506177237980511,7.301822342137932,9.90658275744343,7.301822342137932
1,1,81.0,7308,1,Lvl,2,1,1,2,1,5,5,1920,1950,Gable,1,Wd Shng,None,0.0,2,2,BrkTil,3.0,3.0,1,1,360.0,Unf,0.0,576.0,936.0,4,960,780,0,1740,0.0,0.0,1,0,2,1,5,6,1,4.0,1,1920.0,1,1.0,225.0,2.0,0,0,236,0,0,0,0,0,6,2008,WD ,122250,5,5,2.0,8.0,88,58,11.713823407337118,7.461640392208575,8.896724917497897,6.866933284461882
2,2,70.0,8750,1,Lvl,1,1,2,2,1,5,5,1955,1955,Gable,1,AsbShng,None,0.0,3,3,CBlock,3.0,3.0,1,1,172.0,LwQ,483.0,727.0,1382.0,4,1382,0,0,1382,0.0,1.0,1,0,3,1,4,6,0,0.0,2,1955.0,1,1.0,350.0,3.0,280,0,0,0,0,0,GdWo,0,7,2009,WD ,153000,6,6,6.0,8.0,54,54,11.938193200374572,7.231287004327616,9.07680897935166,7.231287004327616
2,2,70.0,8402,1,Lvl,1,2,1,2,1,5,5,2007,2007,Gable,2,VinylSd,None,0.0,3,3,PConc,4.0,3.0,1,1,206.0,Unf,0.0,914.0,1120.0,5,1120,0,0,1120,0.0,0.0,1,0,3,1,3,6,0,0.0,0,0.0,0,0.0,0.0,0.0,0,30,0,0,0,0,0,0,12,2007,New,147000,6,7,0.0,9.0,0,0,11.898187865760873,7.02108396428914,9.036225051729327,7.02108396428914
1,2,63.0,4000,1,Lvl,1,2,2,2,2,7,8,1930,1995,Gable,1,Wd Sdng,None,0.0,3,3,BrkTil,4.0,3.0,1,2,246.0,Unf,0.0,285.0,531.0,3,567,531,0,1098,1.0,0.0,1,0,2,1,3,5,1,4.0,1,1930.0,1,1.0,216.0,3.0,0,0,0,0,0,0,MnPrv,0,6,2007,WD ,148500,7,6,3.0,10.0,77,12,11.908340237224891,7.001245622069476,8.294049640102028,6.340359303727752
1,1,32.0,3363,1,Lvl,1,1,2,2,2,7,5,2004,2004,Gable,2,VinylSd,Stone,117.0,4,3,PConc,4.0,3.0,1,1,0.0,Unf,0.0,976.0,976.0,5,976,732,0,1708,0.0,0.0,2,0,3,1,4,7,0,0.0,1,2004.0,1,2.0,380.0,3.0,0,40,0,0,0,0,0,0,4,2006,WD ,130000,5,7,3.0,9.0,2,2,11.77528972943772,7.443078374348516,8.12058871174027,6.883462586413092
2,2,94.0,13615,2,HLS,2,3,2,2,1,9,5,2006,2006,Hip,1,MetalSd,Stone,510.0,5,3,PConc,5.0,3.0,2,1,0.0,Unf,0.0,1802.0,1802.0,5,1802,0,0,1802,0.0,0.0,2,1,3,1,5,7,1,4.0,2,2006.0,2,3.0,843.0,3.0,158,105,0,0,0,0,0,0,6,2007,WD ,372000,9,6,12.0,11.0,1,1,12.826649133255284,7.496652438168283,9.51892740510786,7.496652438168283
2,2,43.0,3013,1,Lvl,1,2,2,2,1,7,5,2005,2005,Gable,2,VinylSd,BrkFace,145.0,4,3,PConc,4.0,3.0,2,2,16.0,Unf,0.0,1346.0,1362.0,5,1506,0,0,1506,0.0,0.0,2,0,2,1,4,6,1,4.0,2,2005.0,2,2.0,440.0,3.0,142,20,0,0,0,0,0,0,4,2006,WD ,213490,7,7,12.0,11.0,1,1,12.27134527214637,7.317212408359839,8.0106915391303,7.317212408359839
2,2,44.0,17485,2,Lvl,1,1,2,2,1,7,5,2009,2010,Gable,2,VinylSd,Stone,96.0,4,3,PConc,4.0,3.0,2,2,1346.0,Unf,0.0,162.0,1508.0,5,1508,0,0,1508,1.0,0.0,1,0,1,1,4,5,2,3.0,2,2009.0,2,2.0,572.0,3.0,0,0,0,0,0,0,0,0,1,2010,Con,308030,6,7,12.0,11.0,1,0,12.637952459809789,7.318539548567902,9.769098649497476,7.318539548567902
2,2,0.0,23730,2,Lvl,1,2,2,2,1,7,5,1996,1997,Gable,1,MetalSd,BrkFace,668.0,4,3,PConc,5.0,3.0,2,2,700.0,Unf,0.0,1140.0,1840.0,5,2032,0,0,2032,1.0,0.0,3,0,3,1,4,7,0,0.0,2,1996.0,2,3.0,786.0,3.0,0,46,192,0,0,0,0,0,9,2008,WD ,300000,7,6,12.0,12.0,12,11,12.611537753638338,7.616775808698373,10.074495349429808,7.616775808698373
2,2,79.0,8910,1,Lvl,2,1,2,2,1,6,6,1959,1959,Hip,2,BrkFace,None,0.0,3,3,CBlock,3.0,3.0,2,1,655.0,Unf,0.0,0.0,655.0,5,1194,0,0,1194,0.0,1.0,1,0,3,1,3,6,1,2.0,2,1954.0,2,2.0,539.0,3.0,0,0,192,0,0,0,0,0,7,2006,WD ,159500,7,7,12.0,9.0,47,47,11.979799201207037,7.085064293952548,9.094929520464856,7.085064293952548
1,1,24.0,2522,1,Lvl,1,1,2,1,2,7,5,2004,2004,Gable,2,VinylSd,Stone,50.0,4,3,PConc,4.0,3.0,1,1,0.0,Unf,0.0,970.0,970.0,5,970,739,0,1709,0.0,0.0,2,0,3,1,4,7,0,0.0,1,2004.0,1,2.0,380.0,3.0,0,40,0,0,0,0,0,0,4,2006,WD ,137500,5,6,3.0,9.0,2,2,11.831379196088763,7.443663683115591,7.8328075165248645,6.877296071497429
2,2,73.0,8688,1,Lvl,1,2,2,2,1,7,5,2005,2005,Gable,2,VinylSd,BrkFace,228.0,4,3,PConc,4.0,3.0,2,1,0.0,Unf,0.0,1616.0,1616.0,5,1616,0,0,1616,0.0,0.0,2,0,3,1,4,7,0,0.0,2,2005.0,2,3.0,834.0,3.0,208,59,0,0,0,0,0,0,4,2006,WD ,232000,7,7,12.0,10.0,1,1,12.354492650648448,7.38770923908104,9.069698042173716,7.38770923908104
1,1,0.0,6291,2,Lvl,1,1,1,2,1,6,6,1930,1950,Gable,1,Wd Shng,None,0.0,4,4,BrkTil,3.0,3.0,1,1,0.0,Unf,0.0,768.0,768.0,3,768,0,0,768,0.0,0.0,1,0,1,1,3,4,0,0.0,1,1930.0,1,2.0,440.0,3.0,0,0,84,0,0,0,0,0,7,2008,WD ,93850,4,5,3.0,8.0,78,58,11.449453042014655,6.643789733147672,8.74687531957003,6.643789733147672
1,2,0.0,17529,1,Lvl,1,1,2,2,1,5,5,1924,1950,Gable,2,Wd Sdng,Stone,65.0,3,3,BrkTil,3.0,3.0,1,1,0.0,Unf,0.0,872.0,872.0,2,872,0,0,872,0.0,0.0,1,0,2,1,2,5,1,4.0,1,1924.0,1,1.0,322.0,2.0,0,0,116,0,0,0,0,0,4,2006,WD ,105000,6,6,2.0,8.0,82,56,11.56171562913966,6.77078942390898,9.771611931222546,6.77078942390898
1,1,60.0,6324,2,Lvl,1,1,1,2,1,4,6,1927,1950,Gable,1,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,1,1,0.0,Unf,0.0,520.0,520.0,2,520,0,0,520,0.0,0.0,1,0,1,1,2,4,0,0.0,1,1920.0,1,1.0,240.0,2.0,49,0,87,0,0,0,0,0,5,2008,WD ,68500,4,5,2.0,8.0,81,58,11.134589024250317,6.253828811575473,8.752107198329362,6.253828811575473
1,2,80.0,11600,1,Lvl,2,1,1,1,2,5,5,1960,1960,Gable,1,MetalSd,BrkFace,361.0,3,3,CBlock,3.0,3.0,1,1,443.0,Unf,0.0,662.0,1105.0,3,1105,1169,0,2274,0.0,0.0,2,0,5,2,3,12,0,0.0,1,1960.0,1,2.0,480.0,3.0,0,0,0,0,0,0,0,0,1,2010,WD ,154300,6,5,3.0,8.0,50,50,11.946654038351252,7.729295674310482,9.358760377094455,7.007600613951853
1,1,50.0,7288,1,Lvl,1,1,1,2,1,5,7,1925,2003,Gable,2,VinylSd,None,0.0,4,4,BrkTil,3.0,1.0,1,1,0.0,Unf,0.0,936.0,936.0,5,936,665,0,1601,0.0,0.0,2,0,3,1,3,6,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,176,0,0,0,0,9,2007,WD ,129850,4,6,0.0,6.0,82,4,11.774135217090894,7.3783837129967145,8.893984438939794,6.841615476477592
1,1,35.0,4571,1,Lvl,1,1,2,2,2,5,7,1910,1950,Gable,1,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,1,1,168.0,Unf,0.0,448.0,616.0,5,616,616,0,1232,0.0,0.0,1,0,3,1,3,6,0,0.0,1,1920.0,1,2.0,480.0,2.0,280,0,143,0,0,0,0,0,6,2007,WD ,114000,5,6,2.0,8.0,97,57,11.643953727376633,7.116394144093465,8.427487278331744,6.423246963533519
2,2,63.0,17423,2,Lvl,2,3,2,2,1,9,5,2008,2009,Hip,2,VinylSd,Stone,748.0,5,3,PConc,5.0,3.0,1,2,1904.0,Unf,0.0,312.0,2216.0,5,2234,0,0,2234,1.0,0.0,2,0,1,1,5,9,1,4.0,2,2009.0,2,3.0,1166.0,3.0,0,60,0,0,0,0,0,0,7,2009,New,501837,9,7,12.0,11.0,1,0,13.1260306447518,7.711548979629146,9.765546451422905,7.711548979629146
1,1,100.0,12665,2,Lvl,1,1,1,2,1,5,8,1915,1950,Gable,1,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,2,1,0.0,Unf,0.0,876.0,876.0,4,876,540,0,1416,0.0,0.0,1,1,4,1,3,7,1,4.0,1,1949.0,1,3.0,720.0,3.0,418,0,194,0,0,0,0,0,6,2008,WD ,153900,4,5,3.0,9.0,93,58,11.94405831982697,7.255591274253665,9.446597562435775,6.775366090936392
2,2,60.0,9000,1,Lvl,1,1,2,2,1,4,7,1971,2006,Gable,2,VinylSd,None,0.0,3,4,CBlock,3.0,3.0,1,1,240.0,Unf,0.0,624.0,864.0,4,864,0,0,864,0.0,0.0,1,0,3,1,3,5,0,0.0,1,1986.0,1,2.0,576.0,3.0,200,0,0,0,0,0,GdWo,0,7,2009,WD ,130000,6,7,3.0,8.0,38,3,11.77528972943772,6.761572768804055,9.104979856318357,6.761572768804055
2,1,32.0,4500,1,Lvl,1,2,2,2,1,6,5,1997,1997,Hip,2,VinylSd,BrkFace,197.0,3,3,PConc,5.0,3.0,1,2,864.0,Unf,0.0,325.0,1189.0,5,1189,0,0,1189,1.0,0.0,2,0,2,1,3,4,0,0.0,2,1997.0,2,2.0,392.0,3.0,0,122,0,0,0,0,0,0,4,2008,WD ,160500,6,7,12.0,11.0,11,11,11.986049221552207,7.080867896690782,8.411832675758411,7.080867896690782
2,2,48.0,6373,1,Lvl,1,3,2,2,1,9,5,2006,2006,Hip,1,MetalSd,BrkFace,572.0,5,3,PConc,5.0,4.0,1,2,415.0,Unf,0.0,1251.0,1666.0,5,1666,0,0,1666,1.0,0.0,2,0,2,1,4,6,1,4.0,2,2006.0,2,2.0,575.0,3.0,228,75,0,0,0,0,0,0,6,2006,New,310090,8,6,12.0,12.0,0,0,12.644617856906528,7.418180822726788,8.759825595314295,7.418180822726788
2,2,67.0,10083,1,Lvl,1,2,2,2,1,7,5,2003,2003,Gable,2,VinylSd,0,0.0,4,3,PConc,4.0,3.0,1,2,833.0,Unf,0.0,343.0,1176.0,5,1200,0,0,1200,1.0,0.0,2,0,2,1,4,5,0,0.0,2,2003.0,2,2.0,555.0,3.0,0,41,0,0,0,0,0,0,8,2009,WD ,184900,7,7,12.0,10.0,6,6,12.127570417375216,7.090076835776092,9.218606116393214,7.090076835776092
2,2,70.0,13300,1,Lvl,1,1,2,2,1,5,7,1956,2000,Hip,1,Wd Sdng,None,0.0,3,3,CBlock,4.0,3.0,1,1,377.0,Unf,0.0,551.0,928.0,3,928,0,0,928,0.0,0.0,1,0,2,1,3,4,0,0.0,2,1956.0,1,1.0,252.0,3.0,261,0,156,0,0,0,0,0,6,2007,WD ,132000,6,6,6.0,9.0,51,7,11.790557201568507,6.833031732786201,9.495519314209846,6.833031732786201
2,2,80.0,9600,1,Lvl,1,2,1,2,1,5,5,1969,1969,Gable,1,HdBoard,BrkFace,128.0,3,3,CBlock,4.0,3.0,2,1,553.0,Rec,147.0,588.0,1288.0,3,1336,0,0,1336,0.0,1.0,2,0,3,1,3,6,1,2.0,2,1969.0,2,2.0,502.0,3.0,312,11,0,0,0,0,0,650,8,2009,WD ,163000,6,6,12.0,10.0,40,40,12.0015054797889,7.197435354096591,9.169518377455928,7.197435354096591
1,2,30.0,3215,1,Lvl,1,2,2,2,2,7,5,2004,2004,Gable,1,MetalSd,BrkFace,120.0,4,3,PConc,4.0,3.0,2,2,280.0,Unf,0.0,320.0,600.0,5,600,600,0,1200,0.0,0.0,2,1,2,1,4,4,0,0.0,1,2004.0,2,2.0,480.0,3.0,0,172,0,0,0,0,0,0,4,2010,ConLD,155000,7,6,6.0,11.0,6,6,11.951180395901384,7.090076835776092,8.07558263667172,6.396929655216146
1,2,0.0,11104,2,Lvl,1,2,2,2,1,6,6,1969,1969,Gable,1,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,2,2,828.0,Unf,0.0,599.0,1427.0,4,1427,0,0,1427,0.0,1.0,2,0,4,1,3,7,0,0.0,2,1969.0,2,2.0,516.0,3.0,0,0,0,0,216,0,0,0,5,2008,WD ,183000,7,5,12.0,10.0,39,39,12.117241431823558,7.2633296174768365,9.315060682746585,7.2633296174768365
2,2,0.0,15295,2,Lvl,2,2,2,2,2,7,5,1996,2002,Gable,2,VinylSd,BrkFace,254.0,4,3,PConc,4.0,3.0,2,2,762.0,Unf,0.0,98.0,860.0,5,1212,780,0,1992,1.0,0.0,2,1,3,1,4,7,2,3.0,2,1996.0,2,2.0,608.0,3.0,225,32,0,0,0,0,0,0,6,2007,WD ,211000,8,8,12.0,11.0,11,5,12.259613412458204,7.596894438144544,9.635281256585003,7.10002716662926
2,2,70.0,9109,1,Lvl,1,2,1,2,2,7,5,1994,1994,Gable,2,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1,1,36.0,GLQ,596.0,122.0,754.0,5,754,786,0,1540,1.0,0.0,2,1,3,1,4,6,0,0.0,2,1994.0,2,2.0,495.0,3.0,140,32,0,0,0,0,0,0,10,2009,WD ,184000,6,8,12.0,9.0,15,15,12.122691036591123,7.3395376954076745,9.11701821474481,6.625392368007956
1,2,64.0,7018,1,Bnk,1,2,2,1,1,5,5,1979,1979,Gable,1,HdBoard,None,0.0,3,3,Slab,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,3,1535,0,0,1535,0.0,0.0,2,0,4,2,3,8,0,0.0,2,1979.0,1,2.0,400.0,3.0,0,0,0,0,0,0,GdPrv,0,6,2009,WD ,118858,7,4,6.0,0.0,30,30,11.685684782260491,7.336285660021297,8.85623355614316,7.336285660021297
1,2,0.0,14112,2,Lvl,2,1,2,2,1,5,7,1964,1964,Hip,1,HdBoard,BrkFace,86.0,3,3,PConc,3.0,3.0,2,2,1014.0,Unf,0.0,138.0,1152.0,3,1152,0,0,1152,1.0,0.0,1,0,3,1,3,6,1,4.0,2,1964.0,2,2.0,484.0,3.0,227,0,0,0,0,0,0,0,4,2010,WD ,180500,7,5,12.0,10.0,46,46,12.103486056755072,7.049254841255837,9.554780778246572,7.049254841255837
2,2,80.0,3523,2,Lvl,1,2,2,2,1,8,5,2006,2007,Gable,2,VinylSd,Stone,30.0,4,3,PConc,4.0,3.0,1,2,60.0,Unf,0.0,1081.0,1141.0,5,1151,0,0,1151,1.0,0.0,2,0,2,1,4,5,0,0.0,2,2006.0,2,2.0,484.0,3.0,0,60,0,0,0,0,0,0,2,2007,New,166000,7,7,12.0,10.0,1,0,12.01974306733868,7.048386408721883,8.167068178341237,7.048386408721883
1,2,88.0,15312,1,Lvl,1,1,2,2,1,6,5,1960,1960,Hip,1,Wd Sdng,BrkFace,54.0,3,3,CBlock,3.0,3.0,2,1,588.0,Unf,0.0,550.0,1138.0,5,1138,0,0,1138,0.0,1.0,1,0,3,1,3,6,1,3.0,2,1960.0,2,2.0,480.0,3.0,0,0,0,0,140,0,MnPrv,0,3,2009,COD,148000,6,5,12.0,9.0,49,49,11.904967552746252,7.037027614686276,9.636392113692736,7.037027614686276
2,2,74.0,7450,2,Lvl,1,1,2,2,1,5,5,1956,1956,Hip,1,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1,1,438.0,LwQ,206.0,250.0,894.0,4,1074,0,0,1074,0.0,0.0,1,0,2,1,4,6,1,4.0,1,1966.0,1,2.0,396.0,3.0,0,72,0,0,0,0,GdWo,0,1,2007,WD ,124000,6,6,3.0,8.0,51,51,11.728036844587175,6.97914527506881,8.915969311373605,6.97914527506881
2,2,60.0,7313,1,Lvl,1,3,2,2,1,9,5,2005,2005,Hip,1,MetalSd,BrkFace,246.0,5,3,PConc,5.0,3.0,1,2,1153.0,Unf,0.0,408.0,1561.0,5,1561,0,0,1561,1.0,0.0,2,0,2,1,5,6,1,4.0,2,2005.0,2,2.0,556.0,3.0,203,47,0,0,0,0,0,0,8,2007,WD ,277500,8,6,12.0,11.0,2,2,12.533576212168626,7.353081920515432,8.89740886527095,7.353081920515432
2,2,83.0,10019,2,Lvl,1,3,2,2,2,8,5,1995,1995,Hip,2,VinylSd,BrkFace,397.0,4,3,PConc,4.0,3.0,1,1,527.0,Unf,0.0,815.0,1342.0,5,1358,1368,0,2726,0.0,0.0,2,1,4,1,4,9,1,5.0,2,1995.0,2,3.0,725.0,3.0,307,169,168,0,0,0,0,0,6,2006,WD ,350000,8,8,12.0,9.0,11,11,12.765688433465597,7.9105906122564775,9.212238569259263,7.213768308118642
2,2,53.0,15401,2,HLS,2,3,2,2,1,9,5,2004,2004,Hip,2,VinylSd,BrkFace,296.0,5,3,PConc,5.0,3.0,2,2,1337.0,Unf,0.0,547.0,1884.0,5,1884,0,0,1884,1.0,0.0,2,0,2,1,5,7,1,4.0,2,2004.0,2,3.0,670.0,3.0,214,76,0,0,0,0,0,0,9,2008,WD ,387000,9,7,12.0,12.0,4,4,12.866179972011919,7.5411524551363085,9.642187721358466,7.5411524551363085
1,2,58.0,9098,2,Lvl,1,1,2,2,1,4,7,1920,2002,Gable,1,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,2,1,348.0,Unf,0.0,180.0,528.0,5,605,0,0,605,1.0,0.0,1,0,2,1,3,5,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,144,0,0,0,0,0,7,2007,WD ,86000,6,5,0.0,9.0,87,5,11.362102575235644,6.405228458030842,9.115809888129949,6.405228458030842
2,2,103.0,16280,1,Lvl,1,2,2,2,1,8,9,1976,2007,Gable,2,VinylSd,None,0.0,5,5,CBlock,4.0,5.0,2,2,1044.0,Rec,382.0,0.0,1426.0,5,1671,0,0,1671,1.0,0.0,3,0,3,1,5,6,1,4.0,2,1976.0,2,2.0,550.0,3.0,280,90,0,0,0,0,GdWo,0,5,2008,WD ,290000,7,7,12.0,13.0,32,1,12.577636201962656,7.421177528595393,9.697692639556532,7.421177528595393
2,2,71.0,12209,2,Lvl,2,2,2,2,2,6,5,2001,2002,Gable,2,VinylSd,None,0.0,3,3,PConc,5.0,3.0,1,1,690.0,Unf,0.0,114.0,804.0,5,804,1157,0,1961,1.0,0.0,2,1,3,1,4,7,1,3.0,2,2001.0,2,2.0,560.0,3.0,125,192,0,0,0,0,0,0,6,2009,WD ,215000,8,8,12.0,10.0,8,7,12.2783933071098,7.581209826196346,9.409928663668856,6.6895992691789665
1,2,79.0,13110,2,Lvl,2,2,1,1,1,5,6,1972,1972,Gable,1,Plywood,BrkFace,144.0,3,3,CBlock,4.0,3.0,1,2,962.0,Unf,0.0,191.0,1153.0,5,1193,0,0,1193,1.0,0.0,2,0,2,1,3,6,0,0.0,2,1972.0,2,2.0,501.0,3.0,140,153,0,0,0,0,MnPrv,0,7,2006,WD ,146500,7,4,12.0,10.0,34,34,11.894780707439258,7.084226422097916,9.481130576757746,7.084226422097916
1,2,0.0,2651,1,Lvl,1,2,2,1,2,7,5,2000,2000,Gable,1,MetalSd,None,0.0,4,3,PConc,4.0,3.0,1,2,641.0,Unf,0.0,32.0,673.0,5,673,709,0,1382,1.0,0.0,2,1,3,1,4,6,0,0.0,1,2000.0,1,2.0,490.0,3.0,153,50,0,0,0,0,0,0,4,2006,WD ,165000,7,5,3.0,10.0,6,6,12.013700752882718,7.231287004327616,7.8826922062890254,6.511745329644728
1,1,60.0,8520,1,Lvl,1,1,1,2,1,6,7,1916,1950,Gable,1,Stucco,None,0.0,3,4,BrkTil,3.0,3.0,1,1,168.0,LwQ,546.0,0.0,714.0,3,1664,862,0,2526,0.0,0.0,2,0,5,1,4,10,1,4.0,1,1916.0,1,1.0,216.0,3.0,88,15,0,0,0,0,GdWo,0,8,2007,CWD,136000,4,5,3.0,8.0,91,57,11.820410164718188,7.8343923029104365,9.050171619823361,7.416979621381154
2,2,0.0,39384,2,Low,2,1,2,2,1,6,6,1957,1957,Gable,1,Wd Sdng,Stone,902.0,3,3,CBlock,4.0,3.0,2,1,1110.0,Unf,0.0,595.0,1705.0,5,1390,0,0,1390,1.0,0.0,1,1,1,1,5,4,2,4.0,2,1957.0,1,2.0,550.0,3.0,0,189,0,0,0,0,0,0,10,2006,WD ,252000,7,6,6.0,10.0,49,49,12.437184366493561,7.237059026124737,10.581114921438036,7.237059026124737
1,2,36.0,2628,1,Lvl,1,3,2,1,2,7,5,2003,2003,Gable,2,Wd Shng,Stone,106.0,4,3,PConc,4.0,3.0,1,1,0.0,Unf,0.0,764.0,764.0,5,764,862,0,1626,0.0,0.0,2,1,2,1,4,6,0,0.0,2,2003.0,2,2.0,474.0,3.0,0,27,0,0,0,0,0,0,6,2010,WD ,175500,8,6,12.0,9.0,7,7,12.075394321888057,7.3938782901077555,7.873978379604501,6.638567789166521
1,1,57.0,6406,1,Lvl,1,1,2,2,2,5,6,1939,1950,Gable,1,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1,1,421.0,Unf,0.0,269.0,690.0,3,868,690,0,1558,0.0,0.0,1,1,3,1,3,7,1,4.0,1,1939.0,1,2.0,400.0,3.0,0,36,0,0,182,0,MnPrv,0,10,2009,WD ,150000,5,6,3.0,8.0,70,59,11.918390573078392,7.351158226430694,8.764990330169104,6.7661917146603505
2,2,0.0,12342,2,Lvl,1,1,2,2,1,5,5,1960,1978,Hip,1,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1,1,0.0,Unf,0.0,978.0,978.0,3,1422,0,0,1422,0.0,0.0,1,0,3,1,3,6,1,3.0,2,1960.0,2,1.0,286.0,3.0,0,0,36,0,0,0,GdWo,600,8,2007,WD ,139900,6,6,12.0,8.0,47,29,11.848683160653573,7.259819610363186,9.420763358881013,7.259819610363186
1,1,52.0,6240,1,Lvl,1,1,2,2,1,5,7,1930,1992,Gable,1,MetalSd,None,0.0,3,3,PConc,3.0,3.0,1,1,0.0,Unf,0.0,1078.0,1078.0,3,1128,445,0,1573,0.0,0.0,2,0,3,1,3,8,1,4.0,1,1930.0,1,2.0,360.0,3.0,0,0,0,0,0,0,0,0,6,2008,WD ,162900,5,5,3.0,8.0,78,16,12.000891794590137,7.360739903058278,8.738735461363474,7.028201432058005
